overlay,function,retail_address,retail_bytes
world_map,func_800978FC,0x800978fc,204
world_map,func_800979C8,0x800979c8,504
world_map,func_80097BC0,0x80097bc0,248
world_map,func_80097CB8,0x80097cb8,172
world_map,func_80097D64,0x80097d64,92
world_map,func_80097DC0,0x80097dc0,644
world_map,func_80098044,0x80098044,144
world_map,func_800980D4,0x800980d4,244
world_map,func_800981C8,0x800981c8,472
world_map,func_800983A0,0x800983a0,1036
world_map,func_800987AC,0x800987ac,1300
world_map,func_80098CC0,0x80098cc0,1644
world_map,func_8009932C,0x8009932c,988
world_map,func_80099708,0x80099708,260
world_map,func_8009980C,0x8009980c,1008
world_map,func_80099BFC,0x80099bfc,656
